10	3.000000e-05	8.881784e-16
110	4.685000e-03	7.993606e-15
210	2.612800e-02	9.880985e-15
310	6.563700e-02	7.005507e-14
410	1.099510e-01	3.286260e-14
510	1.642340e-01	4.196643e-14
610	2.735590e-01	1.194600e-13
710	4.297380e-01	1.776357e-14
810	6.352420e-01	2.553513e-14
910	8.993460e-01	2.986500e-13
1010	1.225969e+00	1.474376e-13
1110	1.625800e+00	4.896084e-14
1210	2.102751e+00	4.152234e-14
1310	2.670846e+00	3.752554e-14
1410	3.322826e+00	7.505108e-14
1510	4.080521e+00	3.641532e-14
1610	4.935405e+00	1.736389e-13
1710	5.908401e+00	2.112754e-13
1810	6.997400e+00	1.065814e-13
1910	8.222032e+00	2.730038e-13
2010	9.559046e+00	6.084022e-14
2110	1.106219e+01	4.998224e-13
2210	1.268572e+01	1.105782e-13
2310	1.448575e+01	8.715251e-14
2410	1.644288e+01	1.394440e-13
2510	1.857055e+01	3.133049e-13
2610	2.084617e+01	2.516876e-12
2710	2.335913e+01	3.477219e-13
2810	2.598559e+01	2.726708e-13
2910	2.889530e+01	6.858958e-13
3010	3.191871e+01	3.274714e-12
3110	3.522031e+01	1.636691e-12
3210	3.866611e+01	1.884048e-13
3310	4.243116e+01	7.283063e-14
3410	4.631070e+01	3.984590e-13
3510	5.054325e+01	2.696732e-13
3610	5.487526e+01	1.810996e-12
3710	5.960791e+01	4.543033e-13
3810	6.447180e+01	7.499557e-13
3910	6.973280e+01	1.747491e-13
4010	7.513069e+01	2.318812e-12
4110	8.094313e+01	3.873346e-12
