10	3.492800e-04	8.484800e-04	2.075840e-04	2.918400e-05	1.673600e-05	1.232000e-05	8.057816	2.328306e-10
110	4.655680e-04	5.111360e-04	2.240640e-03	9.445120e-04	7.632000e-05	1.392000e-05	16.213123	4.307367e-09
210	6.017920e-04	1.613120e-03	4.243232e-03	3.072224e-03	1.511360e-04	1.433600e-05	16.280943	9.429641e-09
310	7.292160e-04	3.453632e-03	8.226528e-03	6.400224e-03	1.912960e-04	1.561600e-05	16.348762	6.286427e-09
410	7.409920e-04	5.461600e-03	1.447629e-02	1.144186e-02	2.542720e-04	1.561600e-05	16.399627	1.548324e-08
510	7.275520e-04	9.200032e-03	2.536944e-02	1.767171e-02	3.304960e-04	1.558400e-05	16.484401	2.386514e-08
610	7.393920e-04	1.414608e-02	4.029613e-02	2.519466e-02	3.707840e-04	6.080000e-05	16.603086	7.636845e-08
710	7.247680e-04	1.913056e-02	5.884669e-02	3.397203e-02	4.642880e-04	1.788800e-05	16.738725	6.076880e-08
810	7.411200e-04	2.559997e-02	9.876499e-02	4.409031e-02	5.074240e-04	1.760000e-05	16.908274	2.887100e-08
910	7.550080e-04	3.122784e-02	1.318686e-01	5.551856e-02	6.009920e-04	1.798400e-05	17.077823	1.518056e-07
1010	7.621440e-04	4.128560e-02	1.726505e-01	6.813293e-02	6.780800e-04	1.843200e-05	17.281282	6.868504e-08
1110	7.652480e-04	4.937943e-02	2.287669e-01	8.234547e-02	7.219200e-04	1.945600e-05	17.501695	2.293382e-08
1210	7.731200e-04	5.989718e-02	2.729564e-01	9.818201e-02	8.185600e-04	1.968000e-05	17.739064	2.444722e-08
1310	7.796800e-04	6.870486e-02	3.201423e-01	1.153778e-01	8.982400e-04	2.112000e-05	17.993388	9.359792e-08
1410	7.487680e-04	7.826105e-02	3.724628e-01	1.339398e-01	9.649600e-04	1.910400e-05	18.281621	1.832377e-07
1510	7.751360e-04	8.942509e-02	4.298372e-01	1.535111e-01	1.051456e-03	1.910400e-05	18.586809	3.346941e-07
1610	7.720000e-04	1.025639e-01	4.956304e-01	1.751347e-01	1.131648e-03	1.552000e-05	18.908952	2.192101e-07
1710	7.774720e-04	1.149630e-01	5.697999e-01	1.982020e-01	1.210656e-03	1.936000e-05	19.248050	7.683411e-08
1810	7.830400e-04	1.308804e-01	6.524272e-01	2.229316e-01	1.329504e-03	2.128000e-05	19.604103	1.369044e-07
1910	8.133760e-04	1.467892e-01	7.405157e-01	2.482840e-01	1.381824e-03	1.932800e-05	19.994066	1.768764e-03
2010	7.955200e-04	1.605312e-01	8.362531e-01	2.753258e-01	1.456512e-03	1.939200e-05	20.400983	6.635673e-07
2110	8.175040e-04	1.820757e-01	9.771790e-01	3.037645e-01	1.540640e-03	2.115200e-05	20.824856	3.061117e-03
2210	8.534400e-04	1.974434e-01	1.104713e+00	3.343371e-01	1.616096e-03	1.920000e-05	21.282638	4.001271e-03
2310	8.547840e-04	2.205755e-01	1.227964e+00	3.656582e-01	1.721888e-03	1.568000e-05	21.740420	1.119616e-02
2410	8.856640e-04	2.396104e-01	1.353224e+00	3.983522e-01	1.805888e-03	2.131200e-05	18.502035	4.029055e-02
2510	9.087040e-04	2.552563e-01	1.486496e+00	4.318008e-01	1.899424e-03	1.990400e-05	19.010682	1.493168e-02
2610	9.060480e-04	2.830792e-01	1.628974e+00	4.678129e-01	1.991936e-03	1.948800e-05	19.536283	1.629876e-03
2710	9.238720e-04	2.998676e-01	1.777757e+00	5.045467e-01	2.067392e-03	2.012800e-05	20.095795	4.161149e-06
2810	9.383680e-04	3.326997e-01	1.936628e+00	5.432423e-01	2.167168e-03	1.587200e-05	20.655307	4.438504e-04
2910	9.442560e-04	3.515031e-01	2.102327e+00	5.822151e-01	2.297824e-03	1.580800e-05	21.248728	1.448917e-02
3010	9.444160e-04	3.804689e-01	2.281796e+00	6.236312e-01	2.357856e-03	1.929600e-05	21.859105	1.452863e-07
3110	1.009760e-03	4.154107e-01	2.513072e+00	6.654675e-01	2.442944e-03	2.025600e-05	22.503391	3.213063e-07
3210	1.009600e-03	4.373155e-01	2.745103e+00	7.098897e-01	2.576800e-03	1.939200e-05	23.147677	2.796296e-07
3310	1.058624e-03	4.653115e-01	2.972656e+00	7.545312e-01	2.683520e-03	2.160000e-05	23.825873	2.289889e-07
3410	1.088320e-03	4.905173e-01	3.206047e+00	8.017780e-01	2.777440e-03	2.163200e-05	24.521024	4.854519e-07
3510	1.085952e-03	5.193088e-01	3.438557e+00	8.486282e-01	2.878432e-03	1.948800e-05	25.233130	2.944143e-07
3610	1.107040e-03	5.568585e-01	3.682904e+00	8.983940e-01	2.997184e-03	1.945600e-05	25.979145	2.338784e-07
3710	1.125056e-03	5.895302e-01	3.936433e+00	9.485178e-01	3.058688e-03	2.019200e-05	26.742116	3.442401e-07
3810	1.157792e-03	6.211915e-01	4.207703e+00	1.001628e+00	3.189088e-03	1.968000e-05	27.505086	1.531094e-06
3910	1.161696e-03	6.661260e-01	4.481609e+00	1.054100e+00	3.302784e-03	1.590400e-05	28.318922	1.462176e-07
4010	1.194880e-03	6.988367e-01	4.774056e+00	1.109311e+00	3.395456e-03	1.939200e-05	29.132757	2.365559e-07
4110	1.196160e-03	7.499877e-01	5.100207e+00	1.164536e+00	3.517056e-03	1.958400e-05	30.014412	3.541354e-07
4210	1.207648e-03	7.857399e-01	5.489785e+00	1.223282e+00	3.607904e-03	1.606400e-05	30.862157	2.996530e-07
