10	3.000000e-05	3.330669e-16
110	4.673000e-03	4.662937e-15
210	2.626700e-02	9.325873e-15
310	6.598200e-02	1.654232e-14
410	1.103730e-01	1.195710e-13
510	1.639760e-01	6.694645e-14
610	2.751070e-01	1.385558e-13
710	4.287930e-01	2.886580e-14
810	6.331280e-01	1.152411e-13
910	8.978290e-01	3.907985e-14
1010	1.225568e+00	5.884182e-14
1110	1.626518e+00	2.753353e-14
1210	2.106170e+00	6.528111e-14
1310	2.673479e+00	1.434408e-13
1410	3.327604e+00	1.589839e-12
1510	4.083024e+00	6.061818e-14
1610	4.941229e+00	5.839773e-14
1710	5.916764e+00	2.078338e-13
1810	7.007622e+00	5.559997e-13
1910	8.234975e+00	1.122435e-13
2010	9.580609e+00	2.609024e-13
2110	1.108166e+01	1.728617e-13
2210	1.270465e+01	6.072920e-13
2310	1.452149e+01	3.538281e-12
2410	1.647498e+01	9.892309e-12
2510	1.860341e+01	2.220446e-13
2610	2.090047e+01	2.120526e-13
2710	2.340088e+01	1.774136e-13
2810	2.608244e+01	4.951595e-13
2910	2.895685e+01	2.595701e-13
3010	3.196637e+01	5.387912e-13
3110	3.530509e+01	3.506084e-13
3210	3.881234e+01	1.448841e-13
3310	4.251017e+01	3.217426e-13
3410	4.642469e+01	1.251665e-12
3510	5.065747e+01	2.498002e-13
3610	5.501299e+01	7.538414e-13
3710	5.975704e+01	1.972866e-13
3810	6.463420e+01	3.570477e-13
3910	6.991597e+01	4.948264e-13
4010	7.539156e+01	2.271516e-13
4110	8.115254e+01	3.074208e-13
