10	3.3e-05	1.164153e-09
210	0.037222	1.653098e-08
410	0.175950	8.498318e-09
610	0.414883	3.434252e-07
810	0.962624	4.097819e-08
1010	1.866048	5.122274e-08
1210	3.207696	2.348097e-07
1410	5.065384	5.273614e-07
1610	7.549007	4.699687e-07
1810	10.700287	1.971377e-06
2010	14.641569	5.611219e-08
2210	19.447854	5.541369e-08
2410	25.192758	8.172356e-08
2610	32.006551	1.690350e-07
2810	39.929399	5.109468e-07
3010	49.001333	1.477310e-07
3210	59.403401	7.860363e-07
3410	71.241299	1.075212e-06
3610	84.402600	1.033768e-06
3810	99.238383	5.257316e-07
4010	115.638509	1.474284e-06
4210	133.727915	1.478475e-07
4410	153.677199	1.863809e-07
4610	175.494395	1.915498e-06
4810	199.210643	3.074529e-07
5010	225.105405	2.426095e-07
5210	253.075011	5.308539e-07
5410	283.210385	2.705492e-07
