10	3.7e-05	0.000000e+00
210	0.046996	7.682743e-14
410	0.214344	6.096457e-12
610	0.566280	2.035039e-13
810	1.356896	2.773337e-13
1010	2.665331	6.162848e-13
1210	4.706740	3.250733e-13
1410	7.590270	5.105916e-13
1610	11.574897	3.896883e-13
1810	16.722662	5.896394e-13
2010	23.271643	3.356648e-12
2210	31.305502	5.249134e-13
2410	40.950297	5.768719e-13
2610	52.722140	1.220435e-11
2810	66.556873	1.382561e-12
3010	82.965933	7.760459e-13
3210	101.708240	1.114664e-12
3410	122.815244	8.535395e-13
3610	146.799155	8.227863e-13
3810	173.870335	8.768541e-13
4010	207.892367	2.116085e-12
4210	239.053873	1.015410e-12
