10	3.6e-05	0.000000e+00
210	0.047638	8.193446e-14
410	0.215447	6.902923e-12
610	0.566163	1.905143e-13
810	1.356257	2.455813e-13
1010	2.660952	6.332712e-13
1210	4.696045	3.708145e-13
1410	7.572024	5.886402e-13
1610	11.546132	4.125589e-13
1810	16.647619	6.041834e-13
2010	23.196975	3.309353e-12
2210	31.201086	5.291323e-13
2410	40.899244	6.974421e-13
2610	52.582205	1.209788e-11
2810	66.353226	1.187050e-12
3010	82.696737	8.537615e-13
3210	101.329729	8.909540e-13
3410	121.843336	7.879253e-13
3610	146.139209	8.111289e-13
3810	173.299841	8.445467e-13
4010	202.586038	1.965539e-12
4210	236.521963	9.312551e-13
4410	274.169362	1.265654e-12
4610	313.699503	1.600609e-12
